CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
1908.0,O271584345,9,867087,2024-01-06
1909.0,N795332614,10,172920,2024-05-15
1910.0,F377737243,6,351012,2024-06-26
1911.0,R308840841,16,1270752,2024-10-12
1912.0,K044004460,15,958980,2024-03-25
1913.0,B926164119,25,2166650,2024-09-29
1914.0,C501309417,29,938933,2024-09-11
1915.0,M194680066,13,230984,2024-02-26
1916.0,J119544197,4,342240,2024-02-06
1917.0,S082131198,7,691117,2024-12-15
1918.0,C270043103,7,633479,2024-03-22
1919.0,V145978884,16,239888,2024-03-25
1920.0,B405089269,18,1727280,2024-02-22
1921.0,H937158201,3,14952,2024-07-24
1922.0,Y067158542,8,41448,2024-07-21
1923.0,Z156770438,12,33396,2024-12-23
1924.0,V115176557,2,171010,2024-06-29
1925.0,M425445185,17,844237,2024-04-28
1926.0,L144390657,10,415310,2024-01-04
1927.0,P224250726,19,1652905,2024-04-15
1928.0,A382490538,4,267752,2024-04-09
1929.0,W426789524,14,599998,2024-07-25
1930.0,L178691740,5,303835,2024-08-26
1931.0,K499925090,6,557838,2024-05-23
1932.0,W963859315,16,1464208,2024-06-24
1933.0,B384903275,2,109542,2024-08-15
1934.0,C270043103,22,1990934,2024-07-14
1935.0,I031696937,26,1157598,2024-07-13
1936.0,M387720089,15,1465065,2024-07-08
1937.0,H905617007,22,1685464,2024-02-24
1938.0,R549345070,8,220104,2024-07-23
1939.0,I858092019,29,2043833,2024-06-23
1940.0,M529694219,26,1756508,2024-06-16
1941.0,S906740796,17,163013,2024-04-27
1942.0,Q878145912,24,311136,2024-09-30
1943.0,H433910994,5,400830,2024-01-20
1944.0,N954067387,6,82788,2024-08-18
1945.0,U811815132,24,777720,2024-03-16
1946.0,C661008057,7,446803,2024-03-17
1947.0,M926037407,10,310010,2024-09-03
1948.0,G324648022,25,1775025,2024-08-04
1949.0,H254115758,29,1626987,2024-04-29
1950.0,J560658148,16,602544,2024-01-29
1951.0,P024096291,16,373984,2024-09-22
1952.0,B484257659,26,730132,2024-11-07
1953.0,S158738394,29,1940709,2024-06-02
1954.0,V642001892,7,694771,2024-08-27
1955.0,Z454157415,10,987110,2024-08-19
1956.0,Q850678922,16,1311264,2024-06-24
1957.0,Z742478223,28,31444,2024-08-11
1958.0,F073599766,17,892177,2024-10-27
1959.0,O450804669,5,192950,2024-05-16
1960.0,P222000440,20,453900,2024-05-22
1961.0,V981564839,10,988880,2024-10-21
1962.0,W536888744,21,630903,2024-07-03
1963.0,P070368244,20,1937180,2024-01-06
1964.0,Q276883096,13,534235,2024-06-04
1965.0,Q707393868,30,2101710,2024-02-22
1966.0,O154986055,12,1130796,2024-06-14
1967.0,G123356987,7,248668,2024-05-21
1968.0,J714877994,28,1218252,2024-09-22
1969.0,F573128915,24,752328,2024-07-17
1970.0,S158738394,18,1204578,2024-09-07
1971.0,S864116125,22,552310,2024-12-20
1972.0,L349083906,13,84292,2024-06-30
1973.0,D747892885,30,2768700,2024-01-04
1974.0,G791421681,9,780264,2024-09-17
1975.0,W319274254,10,955250,2024-10-11
1976.0,A844092346,28,283528,2024-10-30
1977.0,V178697294,15,270495,2024-09-24
1978.0,U750243814,7,617344,2024-06-13
1979.0,K157947778,25,2473075,2024-11-25
1980.0,Q276883096,8,328760,2024-07-14
1981.0,P223050040,13,60996,2024-07-03
1982.0,O663336224,27,1143531,2024-03-28
1983.0,L297770115,8,12680,2024-07-16
1984.0,V287532763,1,73934,2024-08-10
1985.0,W775903896,22,334092,2024-12-24
1986.0,T856630757,1,4935,2024-07-14
1987.0,D104907146,3,49983,2024-09-27
1988.0,I977809955,8,382920,2024-03-02
1989.0,P179720257,30,2910690,2024-05-13
1990.0,P223050040,14,65688,2024-01-30
1991.0,Y692860867,9,684801,2024-06-07
1992.0,O482969425,26,1075178,2024-09-13
1993.0,H194276166,12,1186800,2024-07-23
1994.0,Y937472721,7,179774,2024-12-08
1995.0,J487303391,9,180198,2024-07-25
1996.0,L625837335,20,97260,2024-02-29
1997.0,Y052029588,29,798312,2024-05-19
1998.0,W245969928,23,1396077,2024-05-01
1999.0,N045002927,19,1635805,2024-08-26
2000.0,K038228761,12,762984,2024-05-23
2001.0,W426789524,22,942854,2024-06-20
2002.0,F084223066,2,57408,2024-03-26
2003.0,Y342036938,21,1771308,2024-06-18
2004.0,Z012094881,23,361629,2024-05-25
2005.0,K941882496,8,238840,2024-10-23
2006.0,S668098910,3,55350,2024-08-22
2007.0,E018566127,7,371875,2024-05-20
2008.0,Z488013552,13,412789,2024-12-23
2009.0,C122385066,28,2606100,2024-03-04
2010.0,O630529849,25,2497400,2024-09-17
2011.0,L682245013,29,588062,2024-05-30
2012.0,R776416412,26,2188368,2024-06-15
2013.0,G901807390,2,175832,2024-05-21
2014.0,J584027212,13,617058,2024-01-07
2015.0,I019914614,30,185640,2024-12-20
2016.0,Q009275024,18,1593684,2024-11-29
2017.0,P846901913,10,796560,2024-02-01
2018.0,A838680227,17,711892,2024-01-03
2019.0,A204540573,26,1910610,2024-09-01
2020.0,G679706104,5,172135,2024-03-04
2021.0,X754687395,12,1047336,2024-10-06
2022.0,C214564354,8,233840,2024-02-21
2023.0,C695876719,9,94914,2024-01-02
2024.0,V982691755,5,13175,2024-06-30
2025.0,K776229452,27,1640358,2024-03-14
2026.0,D027734551,8,787000,2024-09-25
2027.0,N147457289,5,278480,2024-07-20
2028.0,L792975340,9,177435,2024-04-22
2029.0,Q653675753,12,892692,2024-10-30
2030.0,E054956624,14,651728,2024-06-07
2031.0,O883081970,20,135920,2024-10-06
